,ACCOUNT_STATUS,SERVICE_PLAN,MODEL,SALES_CHANNEL,DIRECT_INDIRECT_CHANNEL,FEEDBACK,SITE_TYPE_DESC,AGE,INCOME,MARITAL_STATUS,PRESENCE_OF_CHILDREN,COMPUTER_OWNER,cluster 3,predicted_accountstatus,pred_prob_1
12817,1,proffessional_plan,DW7000,Retail/others,Direct Channel,Bad,Spaceway,36,0,Married,At Least One Children,No ,1,1,0.9120096252151578
12818,1,basic_plan,HN7000S,UNKNOWN-channel,Direct Channel,Bad,Spaceway,32,0,Single,Not Identified,Yes,1,0,0.2344960171353656
12819,1,proffessional_plan,DW4000,Web orders,Direct Channel,Bad,Spaceway,56,5,Married,No Children,No ,1,1,0.9931364975562248
12820,1,proffessional_plan,HN7000S,Call Center,Direct Channel,Good,Spaceway,72,7,Single,No Children,Not Identified,1,0,0.04226072926607592
12821,1,Home,HN9000,Vars,Indirect Channel,Bad,Broadband Remote,75,4,Married,No Children,Yes,0,0,0.47514247398788445
12822,1,proffessional_plan,HN7000S,UNKNOWN-channel,Indirect Channel,Good,Broadband Remote,50,10,Single,Not Identified,No ,0,1,0.8551703212251194
12823,1,no-plan,DW7000,Retail/others,Indirect Channel,Bad,Broadband Remote,53,4,Married,No Children,No ,0,1,0.8639846320104226
12824,1,SO,DW6000,Web orders,Direct Channel,Bad,Spaceway,27,0,Not Identified,At Least One Children,No ,1,0,0.0960546385644685
12825,1,Elite,HN9000,Call Center,Indirect Channel,Bad,Broadband Remote,62,4,Not Identified,At Least One Children,Yes,0,0,0.345808817992513
12826,1,proffessional_plan,DW6000,Vars,Indirect Channel,Bad,Spaceway,58,0,Married,At Least One Children,Yes,1,0,0.3374096343841081
12827,1,no-plan,DW6000,UNKNOWN-channel,Unknown Channel,Bad,Spaceway,62,0,Single,Not Identified,Not Identified,1,0,0.08320778964643447
12828,1,Home,HN9000,Call Center,Direct Channel,Good,Spaceway,28,8,Divorcee/Widow,No Children,Not Identified,1,1,0.9904562882460042
12829,1,Home,DW7000,Retail/others,Direct Channel,Bad,Spaceway,51,6,Married,No Children,Not Identified,1,1,0.9386109589257254
12830,1,SO,HN7000S,Vars,Direct Channel,Bad,Broadband Remote,61,12,Married,No Children,Not Identified,0,1,0.9083707411167504
12831,1,Home,HN9000,Retail/others,Direct Channel,Good,Broadband Remote,48,4,Not Identified,No Children,Yes,0,0,0.05922051653701808
12832,1,Home,HN9000,Vars,Direct Channel,Good,Spaceway,47,5,Not Identified,No Children,No ,1,0,0.17666907307532137
12833,1,basic_plan,DW7000,Retail/others,Direct Channel,Bad,Spaceway,62,6,Not Identified,No Children,Not Identified,1,1,0.9117705349438667
12834,1,Elite,HN9000,UNKNOWN-channel,Direct Channel,Good,Broadband Remote,60,10,Single,Not Identified,Yes,0,1,0.9915343290119442
12835,1,no-plan,DW4000,Retail/others,Direct Channel,Good,Broadband Remote,56,6,Not Identified,At Least One Children,Yes,0,0,0.11149276482023182
12836,1,no-plan,NONE,Web orders,Direct Channel,Bad,Spaceway,56,3,Not Identified,No Children,No ,1,0,0.33633313985422536
12837,1,no-plan,HN7000S,UNKNOWN-channel,Unknown Channel,Good,Spaceway,44,6,Not Identified,At Least One Children,Yes,1,1,0.9246504461668958
12838,1,proffessional_plan,HN7000S,UNKNOWN-channel,Indirect Channel,Bad,Spaceway,49,0,Single,Not Identified,Yes,1,0,0.4250390050345517
12839,1,basic_plan,HN9000,Web orders,Indirect Channel,Bad,Spaceway,34,2,Married,At Least One Children,No ,1,0,0.04723603500153788
12840,1,basic_plan,HN9000,Retail/others,Indirect Channel,Good,Spaceway,57,5,Not Identified,No Children,No ,1,0,0.20317449435412996
12841,1,Home,HN9000,Web orders,Indirect Channel,Bad,Broadband Remote,52,13,Divorcee/Widow,No Children,Not Identified,0,0,0.08555976906088546
12842,1,proffessional_plan,DW6000,Retail/others,Direct Channel,Bad,Spaceway,56,6,Single,No Children,No ,1,0,0.0923007949414994
12843,1,Home,HN9000,Call Center,Direct Channel,Bad,Spaceway,50,2,Single,No Children,Not Identified,1,0,0.1604925387448655
12844,1,power_plan,HN7000S,Retail/others,Indirect Channel,Bad,Broadband Remote,58,4,Not Identified,No Children,No ,0,1,0.8395933367606542
12845,1,no-plan,DW7000,UNKNOWN-channel,Direct Channel,Good,Broadband Remote,65,2,Single,Not Identified,Yes,0,1,0.9217328572054765
12846,1,proffessional_plan,DW4000,Vars,Direct Channel,Bad,Broadband Remote,63,4,Married,No Children,Not Identified,0,0,0.11400374031742802
12847,1,no-plan,DW4000,Retail/others,Direct Channel,Bad,Spaceway,61,0,Married,At Least One Children,Yes,1,0,0.3950163086907974
12848,1,proffessional_plan,DW7000,Call Center,Indirect Channel,Bad,Broadband Remote,49,3,Single,No Children,No ,0,0,0.07893437760758108
12849,1,Elite,HN9000,Retail/others,Direct Channel,Bad,Spaceway,38,0,Not Identified,At Least One Children,Yes,1,1,0.6588311828302692
12850,1,power_plan,HN7000S,UNKNOWN-channel,Unknown Channel,Bad,Spaceway,53,0,Not Identified,At Least One Children,Yes,1,1,0.9751725992394521
12851,1,proffessional_plan,HN7000S,Retail/others,Direct Channel,Good,Spaceway,46,9,Single,No Children,Not Identified,1,1,0.8927354950123296
12852,1,proffessional_plan,HN7000S,Call Center,Direct Channel,Good,Broadband Remote,48,4,Not Identified,At Least One Children,Yes,0,1,0.6679222228648715
12853,1,Home,HN9000,Retail/others,Indirect Channel,Bad,Spaceway,24,5,Divorcee/Widow,No Children,Not Identified,1,0,0.05922137743653231
12854,1,basic_plan,HN9000,Retail/others,Direct Channel,Bad,Broadband Remote,50,4,Single,No Children,No ,0,1,0.8027587816852584
12855,1,power_plan,DW7000,Vars,Direct Channel,Bad,Broadband Remote,51,11,Single,No Children,Yes,0,0,0.17380323504328885
12856,1,no-plan,DW7000,UNKNOWN-channel,Indirect Channel,Bad,Spaceway,34,0,Married,At Least One Children,Yes,1,1,0.905886287868598
12857,1,SO,DW6000,Vars,Direct Channel,Bad,Spaceway,61,8,Single,No Children,Yes,1,0,0.1563421751824903
12858,1,proffessional_plan,HN7000S,Retail/others,Direct Channel,Good,Broadband Remote,67,4,Married,No Children,Not Identified,0,1,0.9339142013811802
12859,1,no-plan,NONE,Vars,Indirect Channel,Good,Broadband Remote,46,10,Not Identified,At Least One Children,Not Identified,0,0,0.18974445556866165
12860,1,no-plan,DW7000,Retail/others,Direct Channel,Bad,Spaceway,27,4,Not Identified,No Children,Not Identified,1,1,0.9772633502362107
12861,1,basic_plan,UNK,Call Center,Indirect Channel,Bad,Spaceway,46,0,Married,At Least One Children,Not Identified,1,0,0.4201345270217514
12862,1,no-plan,DW4000,UNKNOWN-channel,Direct Channel,Good,Broadband Remote,25,3,Married,At Least One Children,Not Identified,0,1,0.9140553472491002
12863,1,power_plan,HN7000S,Call Center,Direct Channel,Bad,Broadband Remote,34,13,Married,No Children,No ,0,1,0.8434899703514505
12864,1,no-plan,DW4000,UNKNOWN-channel,Unknown Channel,Good,Broadband Remote,44,6,Single,No Children,Yes,0,1,0.839443697303546
12865,1,SO,DW6000,Vars,Direct Channel,Bad,Spaceway,37,6,Single,No Children,Not Identified,1,1,0.6988635959054675
12866,1,Home,DW4000,Retail/others,Direct Channel,Bad,Spaceway,36,6,Not Identified,No Children,Yes,1,0,0.26930132787198785
12867,1,basic_plan,HN9000,UNKNOWN-channel,Indirect Channel,Good,Broadband Remote,63,7,Married,At Least One Children,Not Identified,0,0,0.05156306443220704
12868,1,Elite,HN9000,Retail/others,Direct Channel,Bad,Broadband Remote,54,4,Not Identified,No Children,No ,0,1,0.8054452119157169
12869,1,SO,DW6000,Retail/others,Direct Channel,Bad,Spaceway,37,3,Married,No Children,No ,1,0,0.08322784611901232
12870,1,Elite,HN9000,Vars,Direct Channel,Bad,Spaceway,26,9,Not Identified,No Children,No ,1,0,0.4744519970561593
12871,1,Elite,UNK,Vars,Direct Channel,Bad,Broadband Remote,32,5,Not Identified,No Children,No ,0,0,0.09710693905983589
12872,1,SO,DW6000,Retail/others,Direct Channel,Bad,Broadband Remote,70,11,Single,No Children,Not Identified,0,1,0.9531431607092223
12873,1,SO,DW4000,UNKNOWN-channel,Direct Channel,Good,Spaceway,46,0,Single,Not Identified,Not Identified,1,1,0.9022230090180285
12874,1,proffessional_plan,DW4000,Web orders,Direct Channel,Bad,Spaceway,64,0,Single,Not Identified,No ,1,1,0.9185742016328771
12875,1,proffessional_plan,DW7000,UNKNOWN-channel,Unknown Channel,Good,Broadband Remote,32,6,Not Identified,No Children,Not Identified,0,1,0.7837891882739934
12876,1,Home,HN9000,Web orders,Direct Channel,Bad,Spaceway,36,8,Single,No Children,Not Identified,1,1,0.7441219472079171
12877,1,Elite,HN9000,Call Center,Direct Channel,Good,Broadband Remote,51,10,Not Identified,At Least One Children,Not Identified,0,0,0.49275075430847365
12878,1,no-plan,DW4000,Retail/others,Indirect Channel,Bad,Broadband Remote,24,3,Single,No Children,Yes,0,0,0.13502570577848075
12879,1,Home,HN9000,Call Center,Direct Channel,Bad,Spaceway,40,0,Not Identified,At Least One Children,Not Identified,1,0,0.12427603833496181
12880,1,Home,HN9000,Retail/others,Direct Channel,Bad,Broadband Remote,50,4,Not Identified,No Children,No ,0,1,0.7862819135413519
12881,1,Elite,HN9000,Retail/others,Direct Channel,Bad,Spaceway,55,7,Married,No Children,Yes,1,0,0.08300077309837947
12882,1,Elite,DW7000,UNKNOWN-channel,Unknown Channel,Bad,Spaceway,40,0,Married,At Least One Children,Not Identified,1,1,0.8630411458697852
12883,1,no-plan,DW7000,Call Center,Indirect Channel,Bad,Spaceway,57,9,Not Identified,No Children,No ,1,1,0.9710763345480894
12884,1,basic_plan,DW7000,UNKNOWN-channel,Indirect Channel,Good,Broadband Remote,56,4,Not Identified,At Least One Children,Yes,0,1,0.9766644037775434
12885,1,Elite,HN9000,Call Center,Direct Channel,Good,Broadband Remote,65,6,Single,No Children,No ,0,0,0.30694332153428827
12886,1,basic_plan,DW7000,Retail/others,Indirect Channel,Good,Spaceway,57,0,Divorcee/Widow,At Least One Children,Yes,1,1,0.9668104953085406
12887,1,Elite,HN9000,Call Center,Direct Channel,Bad,Broadband Remote,45,0,Married,At Least One Children,Yes,0,1,0.9722579447044085
12888,1,basic_plan,HN9000,Call Center,Direct Channel,Good,Spaceway,57,0,Not Identified,At Least One Children,Not Identified,1,0,0.07999472637028396
12889,1,proffessional_plan,DW6000,Web orders,Indirect Channel,Good,Spaceway,50,0,Not Identified,At Least One Children,Not Identified,1,0,0.4524652067493288
12890,1,SO,DW4000,Retail/others,Direct Channel,Bad,Spaceway,41,1,Not Identified,At Least One Children,No ,1,1,0.7797871427857329
12891,1,SO,DW6000,Vars,Direct Channel,Bad,Spaceway,55,6,Not Identified,At Least One Children,No ,1,1,0.8377060382636607
12892,1,SO,DW6000,UNKNOWN-channel,Indirect Channel,Bad,Spaceway,28,9,Not Identified,No Children,No ,1,1,0.8599945336827328
12893,1,power_plan,HN7000S,Retail/others,Direct Channel,Bad,Spaceway,28,8,Not Identified,No Children,Not Identified,1,0,0.05285389962918854
12894,1,Elite,DW6000,Retail/others,Direct Channel,Bad,Spaceway,47,0,Not Identified,At Least One Children,Yes,1,0,0.05560165802120559
12895,1,SO,DW4000,Retail/others,Direct Channel,Bad,Spaceway,27,5,Single,No Children,Not Identified,1,1,0.8712424152070012
12896,1,Elite,HN9000,Call Center,Direct Channel,Bad,Spaceway,63,0,Not Identified,At Least One Children,Not Identified,1,1,0.5151927910352836
12897,1,proffessional_plan,DW7000,Web orders,Direct Channel,Bad,Spaceway,30,0,Single,Not Identified,Yes,1,1,0.7508741097007754
12898,1,basic_plan,HN9000,Retail/others,Indirect Channel,Bad,Spaceway,54,5,Not Identified,No Children,No ,1,1,0.9031079112951763
12899,1,proffessional_plan,HN7000S,Call Center,Direct Channel,Bad,Spaceway,35,4,Not Identified,At Least One Children,Not Identified,1,0,0.037249489984651094
12900,1,Elite,HN7000S,UNKNOWN-channel,Unknown Channel,Bad,Broadband Remote,49,11,Married,No Children,Not Identified,0,0,0.39333523018298805
12901,1,Elite,HN9000,Retail/others,Direct Channel,Bad,Spaceway,28,6,Married,No Children,Yes,1,1,0.7612394416543586
12902,1,no-plan,NONE,Vars,Direct Channel,Bad,Spaceway,57,7,Single,No Children,Not Identified,1,0,0.14294348665188752
12903,1,proffessional_plan,DW7000,UNKNOWN-channel,Direct Channel,Good,Spaceway,48,0,Single,Not Identified,Yes,1,0,0.3808162264505437
12904,1,SO,DW6000,UNKNOWN-channel,Unknown Channel,Bad,Spaceway,32,1,Married,At Least One Children,Yes,1,0,0.21292244092880316
12905,1,Elite,HN7000S,UNKNOWN-channel,Unknown Channel,Bad,Spaceway,43,0,Not Identified,At Least One Children,Yes,1,0,0.1854646219653512
12906,1,proffessional_plan,HN7000S,Web orders,Direct Channel,Bad,Broadband Remote,23,3,Married,At Least One Children,No ,0,1,0.9487315759381083
12907,1,no-plan,NONE,Call Center,Direct Channel,Bad,Broadband Remote,65,10,Married,At Least One Children,Yes,0,1,0.6726732971672598
12908,1,Elite,DW7000,Retail/others,Direct Channel,Bad,Spaceway,72,8,Not Identified,No Children,No ,1,1,0.9337742835541046
12909,1,no-plan,DW7000,Vars,Direct Channel,Good,unknown-site-desc,41,7,Married,No Children,No ,0,0,0.14543148223118568
12910,1,proffessional_plan,DW6000,Web orders,Direct Channel,Bad,Spaceway,37,5,Married,No Children,Yes,1,1,0.9249606210572342
12911,1,Home,DW7000,UNKNOWN-channel,Indirect Channel,Bad,Broadband Remote,50,5,Married,No Children,Not Identified,0,0,0.11037861543837554
12912,1,SO,DW4000,Vars,Indirect Channel,Bad,Broadband Remote,30,12,Married,No Children,No ,0,1,0.5196566252603969
12913,1,basic_plan,HN9000,Vars,Indirect Channel,Bad,Broadband Remote,59,13,Single,No Children,Yes,0,1,0.907405312681829
12914,1,no-plan,DW4000,Retail/others,Indirect Channel,Bad,Broadband Remote,45,4,Married,At Least One Children,Yes,0,1,0.8034669677106713
12915,1,no-plan,DW4000,Retail/others,Direct Channel,Bad,Broadband Remote,44,0,Married,At Least One Children,Yes,0,1,0.714907621194106
12916,1,Home,HN7000S,Retail/others,Direct Channel,Good,Broadband Remote,41,10,Not Identified,At Least One Children,No ,0,1,0.9358852617293021
12917,1,SO,DW6000,Retail/others,Direct Channel,Bad,Broadband Remote,68,4,Not Identified,No Children,Not Identified,0,1,0.9122462171025975
12918,1,basic_plan,HN9000,Call Center,Direct Channel,Good,Broadband Remote,25,10,Not Identified,At Least One Children,Not Identified,0,0,0.3614096872568252
12919,1,proffessional_plan,HN7000S,Call Center,Direct Channel,Bad,Spaceway,55,0,Married,At Least One Children,Not Identified,1,0,0.09014809778554636
12920,1,Home,HN7000S,UNKNOWN-channel,Unknown Channel,Bad,Spaceway,34,4,Single,No Children,Yes,1,1,0.8826618981475143
12921,1,SO,DW4000,Vars,Direct Channel,Good,Broadband Remote,66,4,Not Identified,At Least One Children,Not Identified,0,1,0.6518134541681613
12922,1,no-plan,DW7000,Call Center,Unknown Channel,Bad,Broadband Remote,53,10,Divorcee/Widow,At Least One Children,Yes,0,1,0.8623888870224009
12923,1,no-plan,HN7000S,Retail/others,Direct Channel,Good,Broadband Remote,30,5,Not Identified,No Children,No ,0,1,0.9070345962314732
12924,1,power_plan,DW6000,Web orders,Indirect Channel,Good,Broadband Remote,50,3,Not Identified,No Children,Yes,0,1,0.6580401056392161
12925,1,Elite,HN9000,UNKNOWN-channel,Direct Channel,Good,Broadband Remote,36,2,Single,Not Identified,No ,0,0,0.27505391292751996
12926,1,SO,DW6000,Web orders,Direct Channel,Good,Broadband Remote,55,10,Not Identified,At Least One Children,Yes,0,1,0.6221050033024415
12927,1,no-plan,DW4000,Vars,Indirect Channel,Good,Broadband Remote,70,10,Not Identified,At Least One Children,Yes,0,0,0.19817476259181424
12928,1,Home,HN9000,UNKNOWN-channel,Indirect Channel,Bad,Broadband Remote,33,0,Single,Not Identified,Not Identified,0,0,0.11690617116345998
12929,1,Elite,HN9000,Call Center,Direct Channel,Good,Spaceway,68,0,Married,At Least One Children,Yes,1,0,0.07542412489313313
12930,1,proffessional_plan,HN7000S,Vars,Direct Channel,Good,Broadband Remote,43,7,Married,No Children,Yes,0,1,0.9433781525988563
12931,1,proffessional_plan,HN7000S,Call Center,Direct Channel,Bad,Broadband Remote,61,10,Married,At Least One Children,Not Identified,0,1,0.9514244539192834
12932,1,SO,DW6000,Retail/others,Indirect Channel,Bad,Broadband Remote,35,11,Single,No Children,No ,0,1,0.9309316422958325
12933,1,Elite,HN9000,Retail/others,Direct Channel,Bad,Spaceway,62,4,Not Identified,No Children,Not Identified,1,0,0.045436693152676205
12934,1,power_plan,HN7000S,Call Center,Direct Channel,Bad,Spaceway,50,0,Not Identified,At Least One Children,Yes,1,1,0.7432742445126147
12935,1,Elite,HN9000,Call Center,Direct Channel,Bad,Spaceway,38,3,Single,No Children,Yes,1,0,0.11158104560758642
12936,1,Elite,HN9000,Retail/others,Direct Channel,Bad,Spaceway,49,0,Married,At Least One Children,No ,1,0,0.09307114982308172
12937,1,no-plan,DW4000,Vars,Direct Channel,Bad,Spaceway,23,0,Married,At Least One Children,Yes,1,0,0.08423775766818792
12938,1,Elite,HN9000,Web orders,Indirect Channel,Bad,Broadband Remote,39,3,Not Identified,At Least One Children,Not Identified,0,1,0.9447544184138422
12939,1,proffessional_plan,DW7000,Call Center,Direct Channel,Bad,Broadband Remote,44,2,Single,No Children,Yes,0,0,0.10983935365690252
12940,1,SO,DW6000,UNKNOWN-channel,Indirect Channel,Bad,Broadband Remote,30,10,Single,Not Identified,Not Identified,0,0,0.4838644314553269
12941,1,basic_plan,HN9000,Vars,Direct Channel,Good,Broadband Remote,63,7,Single,No Children,Yes,0,1,0.5960281902596262
12942,1,SO,DW6000,UNKNOWN-channel,Unknown Channel,Bad,Spaceway,62,5,Not Identified,At Least One Children,Yes,1,1,0.991291253320824
12943,1,proffessional_plan,DW6000,UNKNOWN-channel,Unknown Channel,Bad,Spaceway,26,5,Not Identified,No Children,No ,1,0,0.14982423968436448
12944,1,Home,HN9000,Retail/others,Indirect Channel,Bad,Broadband Remote,23,6,Single,No Children,Yes,0,0,0.06322747569049905
12945,1,proffessional_plan,HN7000S,Vars,Indirect Channel,Bad,Broadband Remote,47,1,Married,At Least One Children,Not Identified,0,1,0.6625163224224293
12946,1,no-plan,DW4000,UNKNOWN-channel,Direct Channel,Good,Spaceway,32,1,Single,Not Identified,Not Identified,1,1,0.8900957880011893
12947,1,proffessional_plan,DW6000,Retail/others,Direct Channel,Good,Spaceway,54,5,Single,No Children,Yes,1,1,0.9294954849498163
12948,1,basic_plan,HN9000,Call Center,Direct Channel,Bad,Spaceway,70,4,Single,No Children,Yes,1,0,0.19799231192935318
12949,1,basic_plan,HN9000,Web orders,Direct Channel,Bad,Spaceway,49,0,Not Identified,At Least One Children,Yes,1,1,0.9534656935570608
12950,1,proffessional_plan,HN7000S,UNKNOWN-channel,Indirect Channel,Bad,Broadband Remote,49,0,Not Identified,At Least One Children,Yes,0,1,0.9608998819484613
12951,1,power_plan,HN7000S,Call Center,Direct Channel,Good,Broadband Remote,23,7,Single,No Children,Not Identified,0,0,0.14269930595481248
12952,1,Elite,DW7000,Retail/others,Indirect Channel,Bad,Spaceway,33,0,Not Identified,At Least One Children,No ,1,0,0.10460739243195986
12953,1,basic_plan,HN9000,Vars,Direct Channel,Bad,Spaceway,50,0,Married,At Least One Children,Not Identified,1,0,0.08954478167201826
12954,1,proffessional_plan,HN7000S,Web orders,Direct Channel,Bad,unknown-site-desc,51,3,Married,No Children,Yes,0,0,0.48506219818840435
12955,1,no-plan,NONE,Call Center,Direct Channel,Bad,Broadband Remote,38,5,Single,No Children,Yes,0,0,0.4719587769353807
12956,1,no-plan,NONE,Vars,Direct Channel,Good,Broadband Remote,71,13,Single,No Children,Not Identified,0,0,0.24914115175582602
12957,1,Elite,HN9000,Web orders,Direct Channel,Bad,Spaceway,40,0,Single,Not Identified,Not Identified,1,1,0.5666110435597264
12958,1,no-plan,DW4000,Web orders,Direct Channel,Bad,Broadband Remote,23,11,Not Identified,No Children,Yes,0,1,0.514437992508868
12959,1,Elite,HN9000,Call Center,Direct Channel,Good,Broadband Remote,49,3,Not Identified,At Least One Children,No ,0,1,0.8958213203009194
12960,1,SO,DW6000,UNKNOWN-channel,Unknown Channel,Good,Spaceway,31,3,Not Identified,No Children,No ,1,1,0.7147326447904465
12961,1,no-plan,NONE,UNKNOWN-channel,Indirect Channel,Good,Spaceway,44,6,Not Identified,At Least One Children,Not Identified,1,1,0.6870199245667242
12962,1,SO,HN7000S,Retail/others,Direct Channel,Bad,Spaceway,42,6,Not Identified,No Children,Yes,1,1,0.9615804925244615
12963,1,SO,DW6000,Web orders,Direct Channel,Bad,Spaceway,71,0,Single,Not Identified,Yes,1,0,0.10565015394739363
12964,1,basic_plan,HN9000,Web orders,Indirect Channel,Bad,Spaceway,52,5,Married,No Children,Yes,1,1,0.9893785767513125
12965,1,SO,DW6000,Retail/others,Indirect Channel,Good,Spaceway,70,3,Not Identified,No Children,No ,1,0,0.25006919429503777
12966,1,SO,DW6000,Retail/others,Direct Channel,Bad,Spaceway,63,3,Single,No Children,No ,1,0,0.049188264987757926
12967,1,power_plan,HN7000S,Vars,Direct Channel,Good,Broadband Remote,66,9,Single,No Children,Not Identified,0,1,0.7316575064980999
12968,1,Home,HN9000,Retail/others,Direct Channel,Bad,Spaceway,43,3,Single,No Children,Yes,1,0,0.12503811546129842
12969,1,no-plan,DW7000,Call Center,Indirect Channel,Bad,Broadband Remote,44,0,Not Identified,At Least One Children,No ,0,0,0.2778014364897158
12970,1,proffessional_plan,DW6000,Vars,Direct Channel,Good,Spaceway,70,0,Married,At Least One Children,Not Identified,1,0,0.43986383510739124
12971,1,SO,DW6000,Web orders,Direct Channel,Good,Broadband Remote,55,13,Married,No Children,Not Identified,0,0,0.24573031317313182
12972,1,proffessional_plan,DW7000,UNKNOWN-channel,Direct Channel,Bad,Spaceway,65,0,Single,Not Identified,Not Identified,1,0,0.23656395111280668
12973,1,Home,HN9000,Retail/others,Direct Channel,Bad,Broadband Remote,38,0,Not Identified,At Least One Children,Yes,0,0,0.11946934812570267
12974,1,Elite,HN9000,Web orders,Indirect Channel,Bad,Spaceway,51,0,Single,Not Identified,Not Identified,1,1,0.6332301006192682
12975,1,power_plan,HN7000S,Call Center,Direct Channel,Good,Broadband Remote,38,10,Not Identified,At Least One Children,Not Identified,0,1,0.9644727854240198
12976,1,no-plan,DW7000,Retail/others,Indirect Channel,Good,Spaceway,51,0,Not Identified,At Least One Children,Not Identified,1,0,0.3755166856773471
12977,1,no-plan,NONE,Call Center,Direct Channel,Good,Spaceway,47,0,Married,At Least One Children,Not Identified,1,0,0.05867130899571497
12978,1,proffessional_plan,DW7000,UNKNOWN-channel,Indirect Channel,Bad,Broadband Remote,44,5,Not Identified,At Least One Children,Not Identified,0,1,0.8513134458970644
12979,1,no-plan,DW4000,Retail/others,Direct Channel,Bad,Spaceway,42,3,Married,No Children,Yes,1,1,0.9390740093531308
12980,1,proffessional_plan,HN7000S,Retail/others,Direct Channel,Bad,Spaceway,33,7,Not Identified,No Children,No ,1,1,0.905939171429081
12981,1,no-plan,DW4000,Web orders,Direct Channel,Good,Broadband Remote,63,9,Not Identified,No Children,Not Identified,0,1,0.8541528912251515
12982,1,basic_plan,DW6000,UNKNOWN-channel,Direct Channel,Bad,Spaceway,74,1,Single,Not Identified,Not Identified,1,1,0.9527051816441089
12983,1,no-plan,DW4000,Vars,Direct Channel,Bad,Spaceway,51,3,Not Identified,No Children,Yes,1,1,0.7319956807477999
12984,1,no-plan,DW4000,UNKNOWN-channel,Direct Channel,Good,Broadband Remote,49,13,Not Identified,Not Identified,Not Identified,0,1,0.8388708837816958
12985,1,SO,DW4000,Retail/others,Direct Channel,Bad,Broadband Remote,39,3,Not Identified,At Least One Children,Yes,0,1,0.9256488471463975
12986,1,power_plan,HN7000S,Retail/others,Direct Channel,Good,Broadband Remote,23,3,Divorcee/Widow,At Least One Children,Not Identified,0,0,0.37452615357165986
12987,1,basic_plan,HN9000,Web orders,Indirect Channel,Bad,Broadband Remote,45,6,Married,No Children,Yes,0,1,0.5996200352586246
12988,1,Home,HN9000,Web orders,Indirect Channel,Bad,Broadband Remote,25,7,Not Identified,At Least One Children,Not Identified,0,1,0.5228278326218739
12989,1,proffessional_plan,HN7000S,UNKNOWN-channel,Direct Channel,Good,Spaceway,24,0,Single,Not Identified,Not Identified,1,0,0.05675753967660415
12990,1,Home,DW7000,Retail/others,Direct Channel,Bad,Broadband Remote,52,6,Single,No Children,No ,0,1,0.889333016314558
12991,1,proffessional_plan,DW6000,Retail/others,Direct Channel,Good,Spaceway,71,0,Divorcee/Widow,At Least One Children,Not Identified,1,0,0.25019176763439416
12992,1,SO,DW4000,UNKNOWN-channel,Direct Channel,Bad,Broadband Remote,34,6,Divorcee/Widow,At Least One Children,Yes,0,0,0.11856178858976676
12993,1,basic_plan,HN9000,Call Center,Direct Channel,Bad,Broadband Remote,33,13,Not Identified,No Children,No ,0,1,0.9913138878199756
12994,1,SO,DW6000,UNKNOWN-channel,Unknown Channel,Bad,Spaceway,42,3,Single,No Children,Yes,1,0,0.11248265717784836
12995,1,basic_plan,HN9000,UNKNOWN-channel,Direct Channel,Bad,Spaceway,68,0,Single,Not Identified,No ,1,1,0.7502652375782752
12996,1,power_plan,NONE,UNKNOWN-channel,Direct Channel,Bad,Broadband Remote,65,10,Single,Not Identified,Yes,0,0,0.22949258602175507
12997,1,Home,HN9000,Vars,Direct Channel,Bad,Spaceway,39,0,Not Identified,At Least One Children,Yes,1,1,0.8421831522355129
12998,1,proffessional_plan,DW4000,UNKNOWN-channel,Indirect Channel,Bad,Spaceway,65,0,Not Identified,At Least One Children,Not Identified,1,0,0.0844601604713137
12999,1,proffessional_plan,HN7000S,Retail/others,Direct Channel,Bad,Spaceway,50,7,Divorcee/Widow,No Children,No ,1,0,0.16767564824815007
13000,1,Home,DW4000,UNKNOWN-channel,Indirect Channel,Good,Broadband Remote,24,10,Single,Not Identified,Yes,0,0,0.1127523865100752
13001,1,no-plan,DW4000,UNKNOWN-channel,Unknown Channel,Good,Broadband Remote,58,3,Not Identified,No Children,Not Identified,0,1,0.8628792571231022
13002,1,basic_plan,HN9000,UNKNOWN-channel,Direct Channel,Good,Broadband Remote,70,5,Not Identified,At Least One Children,Yes,0,1,0.8496689367577759
13003,1,basic_plan,HN7000S,UNKNOWN-channel,Indirect Channel,Bad,Spaceway,49,8,Married,No Children,Not Identified,1,0,0.4570895435079604
13004,1,Elite,HN9000,Retail/others,Direct Channel,Good,Spaceway,40,6,Single,No Children,Yes,1,0,0.047695902295494585
13005,1,no-plan,DW7000,UNKNOWN-channel,Unknown Channel,Bad,Spaceway,40,5,Single,No Children,Yes,1,0,0.08978045570095251
13006,1,no-plan,DW4000,UNKNOWN-channel,Unknown Channel,Bad,Spaceway,55,5,Not Identified,At Least One Children,No ,1,0,0.3375163758267966
13007,1,Home,HN9000,Web orders,Indirect Channel,Bad,Spaceway,48,6,Not Identified,No Children,Not Identified,1,0,0.06131050013605336
13008,1,Home,HN9000,Vars,Direct Channel,Bad,Spaceway,38,0,Not Identified,At Least One Children,Not Identified,1,1,0.9803516472999838
13009,1,Elite,HN9000,Retail/others,Direct Channel,Bad,Broadband Remote,71,9,Single,No Children,No ,0,0,0.20837478458415487
13010,1,Elite,HN7000S,UNKNOWN-channel,Unknown Channel,Bad,Broadband Remote,79,2,Married,At Least One Children,No ,0,0,0.02869957013111766
